cost,datetime,category
2.39,8/13/2023,Clothing
0.85,8/17/2023,Cosmetic
28.83,5/12/2023,Travel
30.60,2/23/2023,Travel
0.50,8/11/2023,Cosmetic
0.53,9/15/2023,Restaurant
2.07,9/7/2023,Clothing
0.88,9/20/2023,Restaurant
1.87,5/10/2023,Clothing
6.87,9/23/2023,Travel
1.06,1/21/2023,Restaurant
2.92,1/15/2023,Market
8.57,7/28/2023,Electronics
6.51,8/1/2023,Electronics
2.30,9/26/2023,Cosmetic
2.21,8/30/2023,Cosmetic
1.24,2/2/2023,Clothing
0.88,2/9/2023,Restaurant
2.01,10/10/2023,Market
1.02,8/24/2023,Clothing
0.21,4/7/2023,Cosmetic
26.06,2/23/2023,Travel
1.39,5/26/2023,Cosmetic
1.82,7/22/2023,Cosmetic
3.04,3/15/2023,Market
0.41,2/24/2023,Restaurant
3.56,4/17/2023,Electronics
7.08,1/22/2023,Electronics
29.68,6/17/2023,Travel
0.46,3/21/2023,Restaurant
2.60,10/7/2023,Electronics
8.55,10/3/2023,Electronics
3.42,6/18/2023,Market
4.31,7/19/2023,Market
0.81,7/20/2023,Clothing
3.25,2/12/2023,Market
0.71,10/13/2023,Restaurant
0.75,3/27/2023,Cosmetic
3.12,1/28/2023,Clothing
3.79,3/16/2023,Market
32.95,6/7/2023,Travel
0.90,7/11/2023,Cosmetic
1.01,4/6/2023,Cosmetic
1.59,6/18/2023,Cosmetic
10.94,7/25/2023,Electronics
19.56,10/6/2023,Travel
1.89,8/25/2023,Clothing
4.40,5/9/2023,Market
2.52,3/8/2023,Market
11.30,8/29/2023,Electronics
1.70,1/1/2023,Clothing
4.80,5/16/2023,Market
0.50,9/29/2023,Cosmetic
6.11,6/4/2023,Travel
28.00,10/7/2023,Travel
8.80,1/1/2023,Electronics
6.85,6/7/2023,Electronics
17.57,1/27/2023,Travel
1.69,8/12/2023,Cosmetic
0.55,10/9/2023,Clothing
16.49,7/21/2023,Travel
24.82,5/10/2023,Travel
1.13,10/2/2023,Clothing
2.06,2/6/2023,Market
0.51,6/10/2023,Cosmetic
2.90,7/22/2023,Clothing
0.63,9/3/2023,Restaurant
0.97,3/7/2023,Restaurant
32.14,6/6/2023,Travel
1.01,9/26/2023,Market
32.72,5/3/2023,Travel
1.55,6/6/2023,Cosmetic
15.85,7/6/2023,Travel
3.12,7/25/2023,Clothing
2.12,4/18/2023,Clothing
4.42,9/22/2023,Electronics
3.41,7/29/2023,Clothing
4.80,3/13/2023,Market
0.49,8/22/2023,Restaurant
3.88,5/13/2023,Market
0.62,2/10/2023,Restaurant
23.92,8/15/2023,Travel
0.19,1/8/2023,Restaurant
0.17,10/4/2023,Restaurant
19.46,7/11/2023,Travel
1.74,7/13/2023,Electronics
1.47,9/21/2023,Cosmetic
0.16,4/24/2023,Restaurant
0.50,10/4/2023,Restaurant
2.27,8/3/2023,Cosmetic
3.46,8/2/2023,Clothing
0.96,10/1/2023,Restaurant
2.79,9/5/2023,Clothing
11.47,5/4/2023,Electronics
3.00,1/30/2023,Clothing
0.95,8/29/2023,Market
12.43,2/9/2023,Travel
1.03,3/26/2023,Restaurant
0.85,9/11/2023,Electronics
1.04,3/13/2023,Restaurant
1.54,8/7/2023,Market
23.87,3/2/2023,Travel
0.56,9/8/2023,Restaurant
9.27,1/2/2023,Electronics
9.06,2/23/2023,Electronics
11.13,4/10/2023,Electronics
1.05,2/1/2023,Restaurant
3.00,8/13/2023,Market
0.30,1/22/2023,Market
1.44,3/14/2023,Clothing
0.35,6/18/2023,Clothing
3.30,6/10/2023,Market
0.94,5/28/2023,Market
29.82,8/16/2023,Travel
2.45,1/25/2023,Clothing
1.10,8/28/2023,Restaurant
15.67,5/12/2023,Travel
24.96,3/3/2023,Travel
2.70,4/11/2023,Clothing
0.41,3/14/2023,Restaurant
2.87,6/17/2023,Clothing
10.26,2/15/2023,Electronics
9.22,5/18/2023,Travel
0.70,3/3/2023,Cosmetic
1.20,3/22/2023,Market
0.12,4/28/2023,Cosmetic
1.72,4/11/2023,Cosmetic
0.97,1/28/2023,Cosmetic
5.41,2/16/2023,Travel
5.07,9/29/2023,Market
1.03,3/8/2023,Cosmetic
1.25,8/22/2023,Travel
0.68,5/10/2023,Electronics
1.48,8/31/2023,Cosmetic
29.96,4/14/2023,Travel
5.31,10/2/2023,Market
0.39,1/8/2023,Restaurant
3.04,8/29/2023,Clothing
2.92,10/8/2023,Clothing
2.17,7/3/2023,Electronics
30.35,6/3/2023,Travel
9.68,7/1/2023,Travel
23.75,8/14/2023,Travel
0.97,7/7/2023,Electronics
3.53,1/20/2023,Clothing
2.51,2/26/2023,Travel
0.45,10/7/2023,Restaurant
0.99,8/18/2023,Clothing
2.61,6/29/2023,Clothing
3.41,7/21/2023,Clothing
2.72,6/24/2023,Electronics
1.11,1/3/2023,Restaurant
0.90,5/20/2023,Restaurant
9.05,3/23/2023,Electronics
11.32,10/11/2023,Electronics
0.96,2/24/2023,Restaurant
1.13,6/11/2023,Cosmetic
1.78,7/9/2023,Cosmetic
0.67,10/14/2023,Restaurant
0.45,4/18/2023,Restaurant
12.83,10/11/2023,Travel
0.13,1/12/2023,Restaurant
4.60,2/21/2023,Electronics
21.40,6/19/2023,Travel
0.23,5/25/2023,Restaurant
0.43,6/26/2023,Cosmetic
1.41,5/23/2023,Cosmetic
0.58,5/10/2023,Market
6.16,3/23/2023,Travel
17.26,4/21/2023,Travel
1.27,2/17/2023,Market
0.77,4/12/2023,Clothing
3.95,2/17/2023,Market
0.25,3/5/2023,Restaurant
20.57,4/20/2023,Travel
3.21,10/12/2023,Clothing
6.71,9/22/2023,Electronics
2.28,7/10/2023,Cosmetic
8.33,9/22/2023,Electronics
1.17,1/20/2023,Cosmetic
5.77,9/19/2023,Market
0.76,2/1/2023,Restaurant
0.80,4/19/2023,Restaurant
4.72,7/22/2023,Market
24.29,2/16/2023,Travel
2.67,1/31/2023,Clothing
2.92,5/5/2023,Clothing
10.38,4/30/2023,Electronics
5.08,7/3/2023,Market
25.54,5/6/2023,Travel
31.33,7/2/2023,Travel
5.05,10/3/2023,Electronics
1.72,7/23/2023,Cosmetic
16.36,3/15/2023,Travel
3.34,3/22/2023,Clothing
0.30,5/11/2023,Cosmetic
0.95,4/13/2023,Cosmetic
2.77,7/4/2023,Clothing
1.12,4/22/2023,Restaurant
0.99,3/3/2023,Market
1.78,8/20/2023,Cosmetic
1.50,5/30/2023,Electronics
12.53,10/7/2023,Travel
0.36,9/19/2023,Restaurant
0.41,6/13/2023,Restaurant
22.77,2/9/2023,Travel
2.08,9/3/2023,Cosmetic
0.59,7/27/2023,Restaurant
4.28,10/13/2023,Electronics
0.24,3/9/2023,Clothing
0.19,5/14/2023,Cosmetic
0.84,8/6/2023,Cosmetic
0.91,6/30/2023,Market
2.26,6/13/2023,Electronics
26.19,1/25/2023,Travel
1.55,7/16/2023,Market
5.49,9/29/2023,Market
13.25,3/26/2023,Travel
0.99,2/10/2023,Restaurant
0.27,9/17/2023,Restaurant
0.41,9/9/2023,Clothing
0.85,2/21/2023,Cosmetic
0.58,6/24/2023,Restaurant
31.25,6/24/2023,Travel
30.88,6/24/2023,Travel
13.55,5/26/2023,Travel
3.21,7/31/2023,Market
16.12,6/15/2023,Travel
11.72,4/23/2023,Electronics
1.51,7/13/2023,Market
7.27,2/27/2023,Electronics
31.50,8/29/2023,Travel
26.88,5/4/2023,Travel
8.25,3/4/2023,Electronics
0.68,5/13/2023,Restaurant
0.92,1/26/2023,Electronics
0.65,1/15/2023,Restaurant
0.83,2/27/2023,Clothing
3.57,8/22/2023,Market
2.68,7/5/2023,Market
0.91,3/24/2023,Clothing
3.42,9/4/2023,Market
3.93,9/14/2023,Market
10.47,4/27/2023,Travel
1.01,5/4/2023,Clothing
3.09,9/14/2023,Market
1.28,7/28/2023,Clothing
1.83,9/8/2023,Cosmetic
3.43,10/2/2023,Market
2.80,8/13/2023,Clothing
0.41,6/20/2023,Market
0.83,1/6/2023,Restaurant
0.57,1/19/2023,Restaurant
4.46,3/14/2023,Market
21.17,2/5/2023,Travel
0.60,10/7/2023,Restaurant
0.60,4/16/2023,Electronics
1.83,2/23/2023,Cosmetic
1.94,10/8/2023,Cosmetic
1.08,8/2/2023,Restaurant
20.21,4/15/2023,Travel
5.09,6/12/2023,Market
4.82,8/6/2023,Electronics
0.94,3/11/2023,Cosmetic
2.22,5/8/2023,Market
2.98,9/23/2023,Electronics
0.89,5/19/2023,Restaurant
0.86,1/30/2023,Market
1.24,4/30/2023,Electronics
0.23,10/10/2023,Restaurant
2.86,1/28/2023,Electronics
3.04,4/16/2023,Market
19.99,10/3/2023,Travel
1.91,1/25/2023,Electronics
0.17,8/11/2023,Restaurant
0.42,2/26/2023,Cosmetic
0.58,9/4/2023,Restaurant
13.01,2/1/2023,Travel
0.27,1/16/2023,Restaurant
0.30,5/16/2023,Cosmetic
3.67,7/14/2023,Market
0.34,8/30/2023,Restaurant
0.63,1/29/2023,Market
1.98,3/21/2023,Clothing
33.52,1/4/2023,Travel
12.50,6/6/2023,Travel
4.16,5/17/2023,Market
4.81,7/26/2023,Market
0.75,7/7/2023,Cosmetic
3.31,10/8/2023,Clothing
1.03,3/22/2023,Cosmetic
1.27,4/21/2023,Cosmetic
29.21,7/3/2023,Travel
33.96,4/13/2023,Travel
3.23,1/19/2023,Market
1.63,4/24/2023,Cosmetic
4.84,7/3/2023,Electronics
0.43,3/31/2023,Restaurant
4.02,8/7/2023,Market
0.55,9/1/2023,Restaurant
0.74,6/15/2023,Cosmetic
4.65,1/20/2023,Market
3.89,5/15/2023,Market
3.41,1/25/2023,Clothing
10.03,7/19/2023,Electronics
0.62,9/2/2023,Cosmetic
27.13,3/20/2023,Travel
0.31,1/23/2023,Clothing
3.07,2/23/2023,Clothing
0.20,1/29/2023,Market
1.29,5/3/2023,Cosmetic
5.73,8/18/2023,Market
1.71,4/7/2023,Electronics
0.74,1/24/2023,Restaurant
14.31,6/8/2023,Travel
4.03,7/4/2023,Market
9.06,6/2/2023,Electronics
4.72,5/2/2023,Electronics
19.97,1/15/2023,Travel
31.88,3/23/2023,Travel
20.57,1/6/2023,Travel
0.98,10/8/2023,Restaurant
0.22,5/17/2023,Restaurant
1.37,6/30/2023,Clothing
1.43,8/15/2023,Cosmetic
3.75,9/14/2023,Electronics
9.35,2/1/2023,Travel
1.23,1/10/2023,Cosmetic
1.16,6/10/2023,Restaurant
1.78,3/23/2023,Cosmetic
0.29,3/11/2023,Restaurant
1.46,5/26/2023,Clothing
7.14,6/7/2023,Electronics
1.76,3/31/2023,Cosmetic
0.18,3/15/2023,Restaurant
0.31,1/1/2023,Cosmetic
0.39,6/19/2023,Restaurant
9.97,1/10/2023,Electronics
23.99,8/16/2023,Travel
0.61,5/27/2023,Cosmetic
5.10,1/15/2023,Market
1.90,3/26/2023,Electronics
0.95,6/6/2023,Market
0.49,3/10/2023,Restaurant
0.93,7/13/2023,Restaurant
1.87,7/13/2023,Cosmetic
1.53,9/28/2023,Cosmetic
1.66,4/19/2023,Market
0.72,3/8/2023,Cosmetic
26.52,6/22/2023,Travel
1.55,9/23/2023,Market
0.54,9/7/2023,Cosmetic
4.88,8/9/2023,Electronics
0.11,7/19/2023,Market
2.29,1/18/2023,Cosmetic
0.38,8/18/2023,Restaurant
2.60,9/23/2023,Market
1.32,5/25/2023,Electronics
5.63,3/25/2023,Electronics
10.20,2/27/2023,Electronics
2.94,1/6/2023,Clothing
11.15,7/18/2023,Electronics
2.02,6/12/2023,Market
4.28,2/14/2023,Market
5.04,1/7/2023,Market
0.35,1/21/2023,Cosmetic
33.88,9/20/2023,Travel
0.81,9/13/2023,Cosmetic
10.45,7/14/2023,Electronics
0.91,1/18/2023,Restaurant
0.70,2/9/2023,Restaurant
0.74,9/23/2023,Restaurant
4.18,1/1/2023,Electronics
0.46,8/4/2023,Restaurant
8.01,8/13/2023,Electronics
2.06,7/13/2023,Cosmetic
6.12,9/28/2023,Travel
0.60,2/4/2023,Market
1.59,3/11/2023,Cosmetic
6.56,6/25/2023,Electronics
25.96,7/16/2023,Travel
1.15,4/23/2023,Cosmetic
0.64,6/26/2023,Restaurant
2.21,2/17/2023,Clothing
14.82,7/26/2023,Travel
2.57,6/23/2023,Market
1.73,8/13/2023,Cosmetic
5.02,5/23/2023,Market
0.22,2/6/2023,Cosmetic
0.62,8/1/2023,Restaurant
0.34,2/15/2023,Cosmetic
6.62,3/22/2023,Electronics
2.71,3/29/2023,Market
0.21,3/24/2023,Restaurant
27.85,4/24/2023,Travel
0.72,7/27/2023,Restaurant
0.52,7/11/2023,Restaurant
0.21,4/8/2023,Restaurant
0.39,1/9/2023,Restaurant
0.84,4/24/2023,Restaurant
6.88,5/24/2023,Electronics
9.00,9/17/2023,Electronics
0.83,4/26/2023,Restaurant
5.02,9/19/2023,Market
5.43,10/3/2023,Electronics
7.46,9/4/2023,Electronics
2.04,5/26/2023,Clothing
2.01,2/26/2023,Cosmetic
12.58,3/12/2023,Travel
10.70,9/25/2023,Electronics
2.28,6/24/2023,Clothing
0.76,7/19/2023,Cosmetic
0.30,6/26/2023,Restaurant
33.65,10/1/2023,Travel
4.62,7/1/2023,Market
0.51,4/14/2023,Restaurant
0.79,3/17/2023,Restaurant
0.40,7/8/2023,Cosmetic
20.66,6/18/2023,Travel
2.54,4/21/2023,Travel
29.57,7/26/2023,Travel
3.94,4/19/2023,Electronics
1.51,10/8/2023,Market
0.23,7/8/2023,Restaurant
33.06,7/29/2023,Travel
0.97,4/10/2023,Restaurant
4.52,6/12/2023,Market
0.19,6/3/2023,Restaurant
0.74,4/28/2023,Restaurant
3.09,10/13/2023,Clothing
23.17,9/23/2023,Travel
1.11,5/17/2023,Restaurant
0.89,10/7/2023,Clothing
1.22,5/22/2023,Market
2.83,4/20/2023,Clothing
0.59,9/23/2023,Restaurant
2.29,9/2/2023,Market
4.33,4/14/2023,Market
1.73,7/31/2023,Cosmetic
2.43,3/12/2023,Market
4.40,8/1/2023,Market
7.32,2/4/2023,Electronics
32.75,7/12/2023,Travel
0.31,6/21/2023,Market
1.13,4/19/2023,Electronics
1.41,1/16/2023,Travel
17.02,4/20/2023,Travel
4.77,3/31/2023,Market
5.55,8/21/2023,Market
15.59,5/3/2023,Travel
0.53,6/3/2023,Restaurant
0.16,7/24/2023,Cosmetic
1.36,2/21/2023,Cosmetic
1.29,4/12/2023,Clothing
1.34,9/1/2023,Cosmetic
7.70,8/22/2023,Travel
1.14,4/29/2023,Restaurant
7.81,7/12/2023,Electronics
0.98,1/2/2023,Restaurant
1.18,10/10/2023,Cosmetic
5.58,3/7/2023,Market
0.85,6/27/2023,Clothing
0.90,5/3/2023,Clothing
0.28,5/7/2023,Restaurant
0.20,6/9/2023,Restaurant
0.94,7/17/2023,Restaurant
0.85,5/22/2023,Clothing
18.93,1/28/2023,Travel
0.11,8/17/2023,Market
21.29,7/9/2023,Travel
27.17,6/10/2023,Travel
3.97,7/15/2023,Market
4.76,2/11/2023,Electronics
5.69,8/15/2023,Electronics
2.84,9/13/2023,Market
1.98,9/30/2023,Clothing
27.25,3/31/2023,Travel
9.03,10/7/2023,Electronics
0.35,2/8/2023,Clothing
0.23,8/13/2023,Restaurant
0.97,6/1/2023,Market
33.50,6/4/2023,Travel
5.23,7/20/2023,Market
4.13,8/20/2023,Market
2.18,10/4/2023,Travel
1.89,2/4/2023,Market
0.48,4/2/2023,Clothing
28.54,6/25/2023,Travel
1.29,1/7/2023,Clothing
3.42,2/4/2023,Electronics
5.34,4/4/2023,Electronics
1.07,8/8/2023,Cosmetic
30.96,1/6/2023,Travel
30.31,3/17/2023,Travel
16.60,2/24/2023,Travel
2.69,9/20/2023,Clothing
4.19,7/13/2023,Market
2.61,4/14/2023,Clothing
1.69,4/7/2023,Cosmetic
3.53,4/13/2023,Market
1.03,3/12/2023,Restaurant
1.51,5/21/2023,Market
11.36,1/5/2023,Electronics
2.79,7/3/2023,Market
2.31,5/29/2023,Clothing
1.71,2/22/2023,Cosmetic
3.00,3/24/2023,Market
6.32,8/23/2023,Electronics
13.15,8/3/2023,Travel
18.94,7/26/2023,Travel
4.29,8/17/2023,Market
7.69,5/28/2023,Electronics
0.49,5/29/2023,Restaurant
0.22,1/15/2023,Cosmetic
3.48,7/28/2023,Clothing
3.32,6/29/2023,Clothing
2.65,1/16/2023,Market
1.17,8/22/2023,Cosmetic
19.25,2/4/2023,Travel
7.67,6/17/2023,Electronics
15.97,7/1/2023,Travel
2.37,3/16/2023,Electronics
0.12,9/23/2023,Cosmetic
0.35,10/1/2023,Cosmetic
0.87,4/13/2023,Restaurant
1.05,2/8/2023,Market
18.29,2/27/2023,Travel
0.90,1/14/2023,Market
1.67,2/1/2023,Cosmetic
11.65,3/27/2023,Electronics
2.93,2/6/2023,Electronics
2.12,7/28/2023,Clothing
3.37,7/25/2023,Market
0.85,3/16/2023,Market
7.03,3/6/2023,Electronics
1.65,1/18/2023,Clothing
2.71,4/30/2023,Market
24.40,7/8/2023,Travel
0.39,1/20/2023,Cosmetic
10.84,5/8/2023,Electronics
1.68,6/15/2023,Cosmetic
5.74,2/2/2023,Market
0.68,3/12/2023,Clothing
3.23,1/15/2023,Clothing
1.17,9/27/2023,Cosmetic
5.37,8/24/2023,Electronics
1.93,1/17/2023,Clothing
2.47,10/5/2023,Market
0.84,3/22/2023,Restaurant
1.26,3/8/2023,Clothing
21.75,5/26/2023,Travel
6.78,6/9/2023,Electronics
2.68,9/27/2023,Clothing
2.31,6/23/2023,Clothing
3.41,5/2/2023,Clothing
3.45,7/23/2023,Clothing
1.16,10/6/2023,Cosmetic
1.27,5/22/2023,Clothing
2.34,8/28/2023,Market
5.41,2/13/2023,Market
2.01,7/7/2023,Clothing
3.13,10/14/2023,Market
1.03,3/2/2023,Restaurant
1.33,7/13/2023,Electronics
1.70,1/9/2023,Market
0.86,7/26/2023,Cosmetic
26.26,1/9/2023,Travel
0.53,7/16/2023,Cosmetic
3.45,6/29/2023,Clothing
30.71,8/25/2023,Travel
0.49,6/8/2023,Clothing
29.26,5/3/2023,Travel
5.45,6/16/2023,Market
1.71,8/5/2023,Clothing
3.53,6/23/2023,Electronics
1.23,6/7/2023,Cosmetic
0.88,2/8/2023,Market
0.78,9/28/2023,Restaurant
10.65,5/23/2023,Electronics
1.82,10/13/2023,Cosmetic
0.29,2/19/2023,Market
1.99,2/9/2023,Clothing
1.28,2/1/2023,Cosmetic
21.29,7/10/2023,Travel
0.35,3/6/2023,Restaurant
26.67,8/8/2023,Travel
19.38,9/21/2023,Travel
2.62,1/14/2023,Clothing
0.90,8/15/2023,Electronics
16.28,6/11/2023,Travel
30.34,8/4/2023,Travel
0.15,2/22/2023,Restaurant
6.26,4/27/2023,Electronics
1.92,8/21/2023,Clothing
3.46,7/13/2023,Market
4.67,8/13/2023,Market
5.38,3/23/2023,Electronics
3.14,3/28/2023,Clothing
3.26,6/24/2023,Clothing
0.47,8/10/2023,Cosmetic
2.11,6/17/2023,Cosmetic
0.69,4/17/2023,Cosmetic
2.04,8/14/2023,Market
0.91,9/29/2023,Restaurant
3.98,7/16/2023,Market
0.19,1/5/2023,Restaurant
0.59,8/20/2023,Restaurant
1.97,9/3/2023,Cosmetic
0.51,2/4/2023,Restaurant
1.11,8/19/2023,Cosmetic
5.50,3/4/2023,Electronics
1.61,2/2/2023,Clothing
2.14,8/2/2023,Clothing
0.97,3/5/2023,Clothing
5.69,9/30/2023,Market
25.30,7/3/2023,Travel
0.26,3/10/2023,Restaurant
1.10,6/10/2023,Restaurant
3.36,4/16/2023,Clothing
0.83,5/10/2023,Electronics
2.61,6/3/2023,Electronics
1.14,8/16/2023,Restaurant
2.87,5/4/2023,Clothing
2.96,10/1/2023,Market
1.25,3/20/2023,Cosmetic
4.63,6/23/2023,Market
1.17,4/9/2023,Restaurant
1.37,10/3/2023,Electronics
0.63,1/9/2023,Cosmetic
1.15,6/16/2023,Restaurant
1.41,6/28/2023,Cosmetic
0.51,2/16/2023,Cosmetic
23.99,5/1/2023,Travel
1.65,6/4/2023,Market
0.38,9/7/2023,Cosmetic
8.82,7/12/2023,Electronics
5.29,7/15/2023,Electronics
0.81,8/20/2023,Cosmetic
4.63,7/9/2023,Market
0.69,6/26/2023,Restaurant
4.36,1/7/2023,Market
0.63,3/21/2023,Clothing
18.35,7/16/2023,Travel
0.47,8/22/2023,Market
1.49,7/15/2023,Market
4.61,10/8/2023,Market
27.75,2/26/2023,Travel
1.31,4/18/2023,Cosmetic
6.78,8/24/2023,Electronics
4.03,6/10/2023,Market
0.37,7/9/2023,Restaurant
2.28,6/20/2023,Clothing
0.63,6/22/2023,Cosmetic
5.42,3/5/2023,Electronics
11.16,1/24/2023,Travel
1.25,2/9/2023,Cosmetic
0.81,4/24/2023,Restaurant
1.17,3/27/2023,Clothing
0.71,2/11/2023,Restaurant
1.43,4/1/2023,Cosmetic
15.11,6/13/2023,Travel
3.31,7/8/2023,Market
2.39,6/27/2023,Market
16.24,2/11/2023,Travel
0.41,3/17/2023,Restaurant
3.09,3/28/2023,Clothing
1.71,3/3/2023,Clothing
1.16,2/2/2023,Restaurant
0.45,4/14/2023,Cosmetic
8.43,6/30/2023,Electronics
14.83,10/4/2023,Travel
1.07,10/11/2023,Restaurant
0.33,7/9/2023,Restaurant
4.16,2/10/2023,Market
6.24,1/4/2023,Electronics
1.02,2/19/2023,Restaurant
1.21,1/26/2023,Market
2.59,5/2/2023,Market
3.49,9/7/2023,Market
1.13,2/25/2023,Cosmetic
16.06,10/7/2023,Travel
0.67,7/5/2023,Restaurant
26.46,4/16/2023,Travel
9.15,3/11/2023,Travel
1.03,8/5/2023,Clothing
1.80,4/27/2023,Clothing
1.32,1/4/2023,Market
0.48,2/19/2023,Cosmetic
3.39,3/30/2023,Electronics
0.80,3/30/2023,Restaurant
16.19,1/11/2023,Travel
2.66,3/17/2023,Market
0.46,2/19/2023,Restaurant
2.45,5/15/2023,Electronics
0.59,4/10/2023,Restaurant
0.80,2/20/2023,Restaurant
2.10,4/23/2023,Cosmetic
2.84,9/5/2023,Market
0.31,7/31/2023,Cosmetic
11.56,1/25/2023,Electronics
0.22,3/5/2023,Cosmetic
5.80,8/31/2023,Travel
8.74,7/24/2023,Electronics
4.51,7/31/2023,Travel
1.02,6/18/2023,Cosmetic
27.71,6/17/2023,Travel
12.05,3/7/2023,Travel
1.16,2/24/2023,Market
1.82,7/9/2023,Cosmetic
3.07,4/25/2023,Clothing
1.72,1/14/2023,Cosmetic
0.69,5/2/2023,Electronics
1.71,6/14/2023,Cosmetic
0.33,5/17/2023,Clothing
5.29,1/3/2023,Market
0.70,3/9/2023,Restaurant
4.06,4/27/2023,Electronics
5.22,1/20/2023,Market
20.14,3/5/2023,Travel
0.84,1/9/2023,Cosmetic
14.93,8/24/2023,Travel
0.89,5/13/2023,Clothing
3.64,3/11/2023,Market
1.10,4/11/2023,Cosmetic
2.97,4/16/2023,Electronics
2.28,3/6/2023,Clothing
0.13,1/22/2023,Restaurant
8.88,9/27/2023,Travel
3.26,6/26/2023,Market
0.85,5/10/2023,Restaurant
2.08,1/30/2023,Cosmetic
1.05,4/6/2023,Clothing
1.66,2/2/2023,Electronics
8.30,7/30/2023,Travel
3.86,5/7/2023,Market
30.20,9/23/2023,Travel
4.84,5/8/2023,Market
3.36,6/30/2023,Electronics
0.88,9/3/2023,Restaurant
1.16,8/5/2023,Restaurant
2.25,10/3/2023,Market
2.37,3/21/2023,Market
0.23,2/4/2023,Restaurant
0.24,7/12/2023,Cosmetic
0.28,8/5/2023,Restaurant
1.41,1/15/2023,Market
1.28,3/19/2023,Market
5.14,9/11/2023,Market
2.68,4/18/2023,Clothing
1.10,3/21/2023,Market
0.84,3/14/2023,Market
1.77,9/25/2023,Cosmetic
19.37,2/9/2023,Travel
3.08,6/23/2023,Clothing
6.13,4/7/2023,Electronics
10.52,1/21/2023,Travel
0.45,2/11/2023,Cosmetic
9.71,5/9/2023,Electronics
0.65,7/9/2023,Restaurant
0.38,8/21/2023,Restaurant
0.80,3/10/2023,Clothing
2.80,6/23/2023,Clothing
3.34,1/25/2023,Clothing
8.76,6/12/2023,Electronics
3.95,1/6/2023,Market
7.86,7/27/2023,Electronics
0.71,8/9/2023,Cosmetic
4.48,6/23/2023,Electronics
1.62,8/26/2023,Clothing
10.29,10/7/2023,Electronics
12.95,4/15/2023,Travel
0.17,9/27/2023,Cosmetic
2.34,2/11/2023,Clothing
2.98,1/15/2023,Clothing
0.51,1/18/2023,Cosmetic
0.97,5/25/2023,Cosmetic
2.61,8/17/2023,Electronics
3.20,10/6/2023,Clothing
22.84,6/4/2023,Travel
25.64,9/16/2023,Travel
3.46,7/4/2023,Clothing
1.04,1/31/2023,Restaurant
3.04,5/13/2023,Clothing
2.64,6/1/2023,Market
13.02,5/21/2023,Travel
2.00,8/17/2023,Market
1.01,1/25/2023,Restaurant
33.27,5/24/2023,Travel
7.66,1/29/2023,Electronics
8.30,3/31/2023,Travel
3.63,9/22/2023,Market
27.23,7/2/2023,Travel
30.13,5/19/2023,Travel
6.27,6/3/2023,Electronics
0.63,4/16/2023,Restaurant
33.50,8/5/2023,Travel
0.95,8/24/2023,Electronics
1.02,10/9/2023,Cosmetic
1.01,8/25/2023,Clothing
8.03,2/28/2023,Electronics
4.91,6/5/2023,Market
1.72,3/6/2023,Market
1.11,4/12/2023,Restaurant
3.48,3/3/2023,Market
0.95,3/11/2023,Restaurant
0.60,3/13/2023,Restaurant
1.80,10/9/2023,Electronics
21.37,7/8/2023,Travel
0.71,6/3/2023,Restaurant
19.80,9/14/2023,Travel
0.23,6/4/2023,Restaurant
8.25,9/15/2023,Travel
35.28,2/18/2023,Travel
23.26,6/23/2023,Travel
2.19,4/24/2023,Clothing
0.18,9/21/2023,Market
7.30,7/26/2023,Electronics
16.27,7/20/2023,Travel
1.79,7/23/2023,Cosmetic
1.19,7/21/2023,Market
4.01,2/20/2023,Electronics
5.65,9/23/2023,Market
6.35,10/9/2023,Electronics
0.35,5/25/2023,Cosmetic
6.18,5/1/2023,Electronics
0.33,5/15/2023,Market
0.56,8/22/2023,Restaurant
9.05,10/12/2023,Electronics
6.73,9/3/2023,Travel
4.21,4/12/2023,Electronics
9.05,5/18/2023,Electronics
0.97,8/1/2023,Restaurant
1.92,3/1/2023,Market
2.07,4/18/2023,Clothing
2.28,2/13/2023,Clothing
0.27,9/8/2023,Restaurant
32.86,6/6/2023,Travel
1.23,5/2/2023,Market
0.36,9/12/2023,Restaurant
2.58,9/27/2023,Clothing
1.64,7/7/2023,Cosmetic
1.97,2/3/2023,Clothing
1.05,2/11/2023,Electronics
0.26,1/28/2023,Restaurant
1.67,9/11/2023,Clothing
6.84,3/13/2023,Travel
2.05,8/17/2023,Clothing
2.86,8/20/2023,Market
8.85,2/4/2023,Electronics
4.38,1/9/2023,Electronics
3.28,9/23/2023,Market
9.74,8/21/2023,Travel
0.52,3/10/2023,Restaurant
30.76,9/30/2023,Travel
1.09,1/13/2023,Restaurant
0.34,6/1/2023,Clothing
9.54,3/27/2023,Electronics
4.56,9/9/2023,Travel
16.29,9/18/2023,Travel
17.78,2/4/2023,Travel
10.67,9/16/2023,Electronics
2.91,8/30/2023,Electronics
0.70,8/15/2023,Restaurant
21.29,4/13/2023,Travel
2.17,1/11/2023,Cosmetic
1.44,2/8/2023,Cosmetic
1.17,5/5/2023,Cosmetic
3.37,1/8/2023,Market
5.51,8/8/2023,Market
0.65,6/29/2023,Restaurant
3.13,10/12/2023,Travel
4.34,3/22/2023,Electronics
0.27,9/2/2023,Cosmetic
5.02,9/6/2023,Market
4.56,9/24/2023,Market
0.35,8/26/2023,Restaurant
1.65,1/15/2023,Market
25.02,5/27/2023,Travel
